date,open,close,high,low,volume,amount,amplitude,pct_change,change,turnover,symbol,name
2022-01-12,82.95,87.69,88.03,82.95,12181493.0,12181493.0,0.0579313490705895,0.0844669799653723,6.829999999999998,,688005,容百科技
2022-01-13,36.18,35.5,36.18,35.5,6613.0,24119014.0,1.89,-1.58,-0.57,1.31,688001,华兴源创
2022-01-13,69.35,70.19,70.25,67.45,20353.0,142470788.0,4.04,1.21,0.84,0.79,688002,睿创微纳
2022-01-13,35.87,35.28,36.19,35.02,6479.0,24144791.0,3.27,-1.51,-0.54,0.88,688003,天准科技
2022-01-13,26.02,25.87,26.32,25.76,6097.0,22439582.0,2.17,0.15,0.04,1.53,688004,博汇科技
2022-01-13,86.94,87.48,89.39,83.43,8963154.0,8963154.0,0.0681298582533149,-0.0023947998631542,-0.2099999999999937,,688005,容百科技
2022-01-14,35.89,34.97,35.89,34.92,10377.0,37373844.0,2.73,-1.49,-0.53,2.06,688001,华兴源创
2022-01-14,69.55,71.63,72.24,69.55,17143.0,122941457.0,3.83,2.05,1.44,0.67,688002,睿创微纳
2022-01-14,35.23,36.36,36.37,34.96,9002.0,34001236.0,4.0,3.06,1.08,1.23,688003,天准科技
2022-01-14,25.82,25.29,26.14,25.28,8042.0,29152258.0,3.32,-2.24,-0.58,2.02,688004,博汇科技
2022-01-14,86.13,91.15,93.82,85.59,12152736.0,12152736.0,0.0902907295666482,0.0419524462734339,3.6700000000000017,,688005,容百科技
2022-01-17,34.97,37.06,37.3,34.95,20203.0,75381259.0,6.72,5.98,2.09,4.01,688001,华兴源创
2022-01-17,71.63,71.75,72.35,69.95,20144.0,144079708.0,3.35,0.17,0.12,0.79,688002,睿创微纳
2022-01-17,36.21,40.29,40.46,36.21,30414.0,124802879.0,11.69,10.81,3.93,4.15,688003,天准科技
2022-01-17,25.22,26.87,27.23,25.22,19255.0,72512134.0,7.95,6.25,1.58,4.84,688004,博汇科技
2022-01-17,92.54,88.97,93.68,88.97,8524976.0,8524976.0,0.0529391929864,-0.0239166209544707,-2.180000000000007,,688005,容百科技
2022-01-18,36.92,36.56,37.4,36.52,12714.0,47711171.0,2.37,-1.35,-0.5,2.52,688001,华兴源创
2022-01-18,72.29,70.81,72.29,70.45,19555.0,140477640.0,2.56,-1.31,-0.94,0.76,688002,睿创微纳
2022-01-18,41.22,40.89,41.87,40.47,30330.0,130196744.0,3.47,1.49,0.6,4.14,688003,天准科技
2022-01-18,27.0,26.39,27.31,26.32,15005.0,57002613.0,3.68,-1.79,-0.48,3.77,688004,博汇科技
2022-01-18,88.97,88.08,90.24,87.01,6238004.0,6238004.0,0.0366712079927337,-0.0100033719231201,-0.8900000000000006,,688005,容百科技
2022-01-19,36.58,36.2,36.82,36.05,7686.0,28509338.0,2.11,-0.98,-0.36,1.52,688001,华兴源创
2022-01-19,70.42,67.75,71.39,67.45,27035.0,186609621.0,5.56,-4.32,-3.06,1.06,688002,睿创微纳
2022-01-19,40.26,40.45,41.36,39.79,17390.0,73613904.0,3.84,-1.08,-0.44,2.37,688003,天准科技
2022-01-19,26.21,27.17,27.26,26.2,13034.0,49656856.0,4.02,2.96,0.78,3.28,688004,博汇科技
2022-01-19,88.49,85.24,88.89,82.75,8131122.0,8131122.0,0.0720319099014547,-0.0322434150772026,-2.8400000000000034,,688005,容百科技
2022-01-20,36.04,36.47,36.87,35.98,11339.0,42041295.0,2.46,0.75,0.27,2.25,688001,华兴源创
2022-01-20,68.45,67.61,68.45,66.85,18654.0,126733016.0,2.36,-0.21,-0.14,0.73,688002,睿创微纳
2022-01-20,40.45,39.73,40.52,38.99,14155.0,58830230.0,3.78,-1.78,-0.72,1.93,688003,天准科技
2022-01-20,27.24,26.13,27.36,26.06,9828.0,36736714.0,4.78,-3.83,-1.04,2.47,688004,博汇科技
2022-01-20,85.52,83.51,86.39,82.39,5554412.0,5554412.0,0.0478984552748173,-0.0202956358517126,-1.7299999999999898,,688005,容百科技
2022-01-21,36.44,34.24,36.44,34.12,16152.0,57596199.0,6.36,-6.11,-2.23,3.2,688001,华兴源创
2022-01-21,67.45,68.22,68.37,66.52,15655.0,107022243.0,2.74,0.9,0.61,0.61,688002,睿创微纳
2022-01-21,39.41,39.88,40.21,38.66,13050.0,53866447.0,3.9,0.38,0.15,1.78,688003,天准科技
2022-01-21,26.29,25.73,26.81,25.51,8654.0,31771064.0,4.98,-1.53,-0.4,2.18,688004,博汇科技
2022-01-21,81.88,83.48,85.5,80.18,5294377.0,5294377.0,0.063727839003354,-0.000359238414561,-0.0300000000000011,,688005,容百科技
2022-01-24,34.33,34.51,34.69,34.12,4217.0,14800094.0,1.66,0.79,0.27,0.84,688001,华兴源创
2022-01-24,68.2,68.59,69.32,67.12,10267.0,71013937.0,3.22,0.54,0.37,0.4,688002,睿创微纳
2022-01-24,40.69,39.26,41.01,38.95,12756.0,52971909.0,5.17,-1.55,-0.62,1.74,688003,天准科技
2022-01-24,25.69,25.29,26.4,25.22,8691.0,31479771.0,4.59,-1.71,-0.44,2.18,688004,博汇科技
2022-01-24,83.56,86.43,89.1,82.55,7810810.0,7810810.0,0.0757838713409695,0.0353378054623862,2.950000000000003,,688005,容百科技
2022-01-25,34.51,33.26,34.54,33.18,9656.0,33110002.0,3.94,-3.62,-1.25,1.92,688001,华兴源创
2022-01-25,69.31,66.45,69.31,65.44,22627.0,152063717.0,5.64,-3.12,-2.14,0.88,688002,睿创微纳
2022-01-25,39.2,36.84,40.18,36.62,12208.0,48538317.0,9.07,-6.16,-2.42,1.67,688003,天准科技
2022-01-25,25.36,23.34,25.45,23.28,10833.0,36817696.0,8.58,-7.71,-1.95,2.72,688004,博汇科技
2022-01-25,85.93,84.78,88.72,84.78,5625561.0,5625561.0,0.0464732248171738,-0.0190905935439084,-1.6500000000000057,,688005,容百科技
2022-01-26,33.26,33.53,33.9,32.83,6096.0,20761646.0,3.22,0.81,0.27,1.21,688001,华兴源创
2022-01-26,66.48,66.16,67.13,64.95,13274.0,88489237.0,3.28,-0.44,-0.29,0.52,688002,睿创微纳
2022-01-26,36.86,38.45,40.0,36.86,21940.0,89109613.0,8.52,4.37,1.61,2.99,688003,天准科技
2022-01-26,23.39,23.48,23.82,23.21,3902.0,12938528.0,2.61,0.6,0.14,0.98,688004,博汇科技
2022-01-26,86.15,86.85,88.97,85.7,5263935.0,5263935.0,0.0376511226252158,0.0244161358811039,2.069999999999993,,688005,容百科技
2022-01-27,33.54,32.63,33.62,32.63,6457.0,21820923.0,2.95,-2.68,-0.9,1.28,688001,华兴源创
2022-01-27,66.65,63.63,66.94,63.41,24237.0,157334847.0,5.34,-3.82,-2.53,0.95,688002,睿创微纳
2022-01-27,39.31,35.71,39.31,35.68,17335.0,66699308.0,9.44,-7.13,-2.74,2.36,688003,天准科技
2022-01-27,23.53,22.46,23.77,22.34,7675.0,24671899.0,6.09,-4.34,-1.02,1.93,688004,博汇科技
2022-01-27,86.6,86.55,88.7,85.2,6447613.0,6447613.0,0.0404390525707683,-0.0034542314335059,-0.2999999999999971,,688005,容百科技
2022-01-28,33.08,32.64,33.41,32.54,6009.0,20222181.0,2.67,0.03,0.01,1.19,688001,华兴源创
2022-01-28,65.45,62.55,65.5,62.49,18338.0,117056947.0,4.73,-1.7,-1.08,0.72,688002,睿创微纳
2022-01-28,36.39,35.79,36.56,35.51,8058.0,30545471.0,2.94,0.22,0.08,1.1,688003,天准科技
2022-01-28,22.49,23.12,23.12,22.11,4507.0,14550885.0,4.5,2.94,0.66,1.13,688004,博汇科技
2022-01-28,86.86,86.54,89.95,84.4,8531093.0,8531093.0,0.064132193205454,-0.000115540150202,-0.0099999999999909,,688005,容百科技
2022-02-07,33.29,33.87,34.29,33.07,7758.0,26779758.0,3.74,3.77,1.23,1.54,688001,华兴源创
2022-02-07,62.77,62.47,65.45,61.85,20734.0,132562613.0,5.76,-0.13,-0.08,0.81,688002,睿创微纳
2022-02-07,36.41,34.71,36.78,34.41,14287.0,52804420.0,6.62,-3.02,-1.08,1.95,688003,天准科技
2022-02-07,23.21,23.68,23.73,23.1,5604.0,18569124.0,2.72,2.42,0.56,1.41,688004,博汇科技
2022-02-07,90.32,87.18,92.94,86.3,8635581.0,8635581.0,0.0761642578573067,0.0073954240813496,0.6400000000000006,,688005,容百科技
2022-02-08,33.87,34.27,34.39,33.43,6411.0,22343627.0,2.83,1.18,0.4,1.27,688001,华兴源创
2022-02-08,62.71,62.45,63.82,61.38,16355.0,103066659.0,3.91,-0.03,-0.02,0.64,688002,睿创微纳
2022-02-08,34.86,33.38,35.09,32.77,13535.0,47914872.0,6.68,-3.83,-1.33,1.85,688003,天准科技
2022-02-08,23.68,24.12,24.18,23.38,4304.0,14524851.0,3.38,1.86,0.44,1.08,688004,博汇科技
2022-02-08,88.22,85.11,88.22,80.87,8638169.0,8638169.0,0.0863588297497355,-0.0237439779766002,-2.0700000000000074,,688005,容百科技
2022-02-09,34.24,34.51,34.58,34.17,4671.0,16371467.0,1.2,0.7,0.24,0.93,688001,华兴源创
2022-02-09,62.58,63.75,63.92,61.97,13207.0,84229388.0,3.12,2.08,1.3,0.52,688002,睿创微纳
2022-02-09,33.7,33.5,33.7,32.96,8060.0,28314111.0,2.22,0.36,0.12,1.1,688003,天准科技
2022-02-09,24.19,24.8,25.0,24.05,5649.0,19714203.0,3.94,2.82,0.68,1.42,688004,博汇科技
2022-02-09,83.76,84.06,85.51,82.41,5528282.0,5528282.0,0.0368784201760648,-0.0123369756785336,-1.0499999999999972,,688005,容百科技
2022-02-10,34.35,33.39,34.48,33.14,8941.0,30702016.0,3.88,-3.25,-1.12,1.77,688001,华兴源创
2022-02-10,63.92,63.8,63.92,62.67,14123.0,90224185.0,1.96,0.08,0.05,0.55,688002,睿创微纳
2022-02-10,33.41,33.49,33.73,32.76,9474.0,33017629.0,2.9,-0.03,-0.01,1.29,688003,天准科技
2022-02-10,24.9,24.43,24.91,24.3,4225.0,14648870.0,2.46,-1.49,-0.37,1.06,688004,博汇科技
2022-02-10,84.75,81.27,86.67,78.82,7579707.0,7579707.0,0.0965916082195153,-0.0331905781584582,-2.7900000000000063,,688005,容百科技
2022-02-11,33.16,32.99,33.43,32.74,8151.0,27459402.0,2.07,-1.2,-0.4,1.62,688001,华兴源创
2022-02-11,63.14,63.69,64.33,63.05,13066.0,84089849.0,2.01,-0.17,-0.11,0.51,688002,睿创微纳
2022-02-11,32.98,31.06,33.35,30.88,22812.0,76256294.0,7.38,-7.26,-2.43,3.11,688003,天准科技
2022-02-11,24.27,23.9,24.46,23.86,4468.0,15194006.0,2.46,-2.17,-0.53,1.12,688004,博汇科技
2022-02-11,78.83,78.2,81.19,77.48,5657147.0,5657147.0,0.0474424552429666,-0.0377753168450841,-3.069999999999993,,688005,容百科技
2022-02-14,32.79,33.0,33.19,32.61,5441.0,18275960.0,1.76,0.03,0.01,1.08,688001,华兴源创
2022-02-14,63.67,64.15,64.24,62.01,11866.0,75914506.0,3.5,0.72,0.46,0.46,688002,睿创微纳
2022-02-14,31.02,30.14,31.38,30.1,7973.0,25808987.0,4.12,-2.96,-0.92,1.09,688003,天准科技
2022-02-14,23.82,23.97,24.15,23.75,3384.0,11478725.0,1.67,0.29,0.07,0.85,688004,博汇科技
2022-02-14,76.43,80.52,81.68,76.18,5167687.0,5167687.0,0.0683060109289617,0.0296675191815856,2.319999999999993,,688005,容百科技
2022-02-15,32.98,33.21,33.36,32.73,5438.0,18359173.0,1.91,0.64,0.21,1.08,688001,华兴源创
2022-02-15,64.05,64.67,65.25,63.5,16531.0,107285624.0,2.73,0.81,0.52,0.65,688002,睿创微纳
2022-02-15,30.24,30.06,30.41,29.7,15958.0,50619412.0,2.36,-0.27,-0.08,2.18,688003,天准科技
2022-02-15,24.05,24.04,24.31,23.78,3437.0,11646459.0,2.21,0.29,0.07,0.86,688004,博汇科技
2022-02-15,80.74,88.39,88.94,80.74,10156816.0,10156816.0,0.092770675415771,0.097739692001987,7.870000000000003,,688005,容百科技
2022-02-16,33.28,33.2,33.46,32.97,5060.0,17112863.0,1.48,-0.03,-0.01,1.0,688001,华兴源创
2022-02-16,64.91,64.55,65.99,64.2,8967.0,58515723.0,2.77,-0.19,-0.12,0.35,688002,睿创微纳
2022-02-16,32.19,31.44,32.7,31.42,32079.0,108386326.0,4.26,4.59,1.38,4.38,688003,天准科技
2022-02-16,24.03,24.08,24.21,23.91,2539.0,8621202.0,1.25,0.17,0.04,0.64,688004,博汇科技
2022-02-16,89.59,89.1,90.45,87.51,5606414.0,5606414.0,0.0329966329966329,0.0080325828713654,0.7099999999999937,,688005,容百科技
2022-02-17,33.12,32.86,33.2,32.74,8504.0,28542869.0,1.39,-1.02,-0.34,1.69,688001,华兴源创
2022-02-17,64.74,65.17,65.94,63.49,12088.0,79193633.0,3.8,0.96,0.62,0.47,688002,睿创微纳
2022-02-17,31.68,32.06,32.26,31.12,19247.0,64620693.0,3.63,1.97,0.62,2.63,688003,天准科技
2022-02-17,24.01,23.29,24.2,23.28,6844.0,22900750.0,3.82,-3.28,-0.79,1.72,688004,博汇科技
2022-02-17,89.1,90.74,92.68,87.95,5796814.0,5796814.0,0.0521269561384175,0.0184062850729518,1.6400000000000006,,688005,容百科技
2022-02-18,32.86,32.8,32.9,32.55,6990.0,23341305.0,1.07,-0.18,-0.06,1.39,688001,华兴源创
2022-02-18,64.47,63.51,65.15,62.8,16762.0,107145641.0,3.61,-2.55,-1.66,0.65,688002,睿创微纳
2022-02-18,31.79,31.97,32.17,31.63,7210.0,24338600.0,1.68,-0.28,-0.09,0.98,688003,天准科技
2022-02-18,23.13,22.99,23.29,22.87,8582.0,27887572.0,1.8,-1.29,-0.3,2.16,688004,博汇科技
2022-02-18,89.19,90.89,92.58,89.17,4638453.0,4638453.0,0.0375178787545384,0.0016530747189773,0.1500000000000056,,688005,容百科技
2022-02-21,32.71,33.08,33.16,32.71,7034.0,23672691.0,1.37,0.85,0.28,1.4,688001,华兴源创
2022-02-21,63.15,63.26,63.73,62.61,10755.0,68677931.0,1.76,-0.39,-0.25,0.42,688002,睿创微纳
2022-02-21,31.81,32.43,32.57,31.65,5829.0,19829051.0,2.88,1.44,0.46,0.8,688003,天准科技
2022-02-21,23.03,23.85,24.04,23.02,8653.0,28981704.0,4.44,3.74,0.86,2.18,688004,博汇科技
2022-02-21,91.65,88.48,92.01,87.94,4585311.0,4585311.0,0.045999095840868,-0.0265155682693365,-2.4099999999999966,,688005,容百科技
2022-02-22,32.82,31.88,33.0,31.67,15824.0,51826396.0,4.02,-3.63,-1.2,3.14,688001,华兴源创
2022-02-22,64.05,61.43,64.05,60.66,20581.0,127865052.0,5.36,-2.89,-1.83,0.8,688002,睿创微纳
2022-02-22,32.21,31.06,32.21,30.69,12318.0,40652260.0,4.69,-4.22,-1.37,1.68,688003,天准科技
2022-02-22,23.75,23.44,23.8,23.08,4019.0,13337490.0,3.02,-1.72,-0.41,1.01,688004,博汇科技
2022-02-22,87.28,87.41,88.69,86.42,4021151.0,4021151.0,0.0259695686992334,-0.0120931283905968,-1.0700000000000074,,688005,容百科技
2022-02-23,31.88,33.03,33.12,31.5,14737.0,49275109.0,5.08,3.61,1.15,2.92,688001,华兴源创
2022-02-23,61.47,63.87,65.33,61.47,31679.0,202259455.0,6.28,3.97,2.44,1.24,688002,睿创微纳
2022-02-23,31.18,32.11,32.32,30.76,10532.0,35500264.0,5.02,3.38,1.05,1.44,688003,天准科技
2022-02-23,23.59,23.85,24.0,23.12,5576.0,18713398.0,3.75,1.75,0.41,1.4,688004,博汇科技
2022-02-23,87.62,95.39,96.93,87.42,8179379.0,8179379.0,0.099695984904078,0.091293902299508,7.980000000000004,,688005,容百科技
2022-02-24,32.78,31.82,32.97,31.53,14693.0,48075320.0,4.36,-3.66,-1.21,2.92,688001,华兴源创
2022-02-24,63.86,63.69,64.72,62.02,29631.0,189237482.0,4.23,-0.28,-0.18,1.16,688002,睿创微纳
2022-02-24,32.4,31.07,32.51,30.71,13328.0,44611695.0,5.61,-3.24,-1.04,1.82,688003,天准科技
2022-02-24,23.65,22.67,23.8,22.46,8468.0,27657262.0,5.62,-4.95,-1.18,2.13,688004,博汇科技
2022-02-24,93.7,95.26,97.54,92.35,7425732.0,7425732.0,0.0544824690321227,-0.001362826292064,-0.1299999999999954,,688005,容百科技
2022-02-25,32.28,31.72,32.43,31.66,7612.0,24910499.0,2.42,-0.31,-0.1,1.51,688001,华兴源创
2022-02-25,64.24,63.3,66.09,62.96,19113.0,124356625.0,4.91,-0.61,-0.39,0.75,688002,睿创微纳
2022-02-25,31.41,31.8,32.55,31.41,12780.0,43351300.0,3.67,2.35,0.73,1.74,688003,天准科技
2022-02-25,22.88,23.26,23.42,22.88,5405.0,17754968.0,2.38,2.6,0.59,1.36,688004,博汇科技
2022-02-25,98.09,97.08,100.12,93.83,6978881.0,6978881.0,0.0647919241862382,0.0191056057106864,1.8199999999999927,,688005,容百科技
2022-02-28,31.72,31.89,31.89,31.1,7840.0,25197894.0,2.49,0.54,0.17,1.56,688001,华兴源创
2022-02-28,63.33,62.9,63.44,61.94,19532.0,123429449.0,2.37,-0.63,-0.4,0.76,688002,睿创微纳
2022-02-28,31.91,32.31,32.51,31.03,12584.0,42303664.0,4.65,1.6,0.51,1.72,688003,天准科技
2022-02-28,23.35,23.34,23.48,22.68,4696.0,15338171.0,3.44,0.34,0.08,1.18,688004,博汇科技
2022-02-28,97.75,98.77,99.98,96.47,8823188.0,8823188.0,0.0355371064088286,0.0174083230325503,1.6899999999999975,,688005,容百科技
2022-03-01,32.02,32.23,32.28,31.82,6536.0,21376846.0,1.44,1.07,0.34,1.3,688001,华兴源创
2022-03-01,62.83,61.87,63.69,61.53,19442.0,121600736.0,3.43,-1.64,-1.03,0.76,688002,睿创微纳
2022-03-01,32.37,31.96,32.37,31.56,7102.0,23973562.0,2.51,-1.08,-0.35,0.97,688003,天准科技
2022-03-01,23.36,23.47,23.56,23.27,2840.0,9406200.0,1.24,0.56,0.13,0.71,688004,博汇科技
2022-03-01,98.95,97.96,99.74,96.02,6197343.0,6197343.0,0.0379746835443037,-0.0082008707097297,-0.8100000000000023,,688005,容百科技
2022-03-02,32.04,31.85,32.14,31.7,4078.0,13278048.0,1.37,-1.18,-0.38,0.81,688001,华兴源创
2022-03-02,61.45,59.68,61.86,59.05,28374.0,171595742.0,4.54,-3.54,-2.19,1.11,688002,睿创微纳
2022-03-02,31.96,31.49,31.96,31.41,5316.0,17736974.0,1.72,-1.47,-0.47,0.73,688003,天准科技
2022-03-02,23.61,23.69,23.69,23.37,3063.0,10217545.0,1.36,0.94,0.22,0.77,688004,博汇科技
2022-03-02,97.09,96.51,98.38,94.71,3988097.0,3988097.0,0.0380271474458605,-0.0148019599836667,-1.4499999999999886,,688005,容百科技
2022-03-03,31.9,31.47,32.03,31.46,5558.0,17996053.0,1.79,-1.19,-0.38,1.1,688001,华兴源创
2022-03-03,59.71,57.95,60.32,57.62,24387.0,144439441.0,4.52,-2.9,-1.73,0.95,688002,睿创微纳
2022-03-03,31.58,30.82,31.82,30.69,6826.0,22358476.0,3.59,-2.13,-0.67,0.93,688003,天准科技
2022-03-03,23.75,23.68,23.76,23.42,3184.0,10617591.0,1.44,-0.04,-0.01,0.8,688004,博汇科技
2022-03-03,97.16,93.36,97.62,89.64,7115431.0,7115431.0,0.0854755784061697,-0.0326391047559838,-3.1500000000000057,,688005,容百科技
2022-03-04,31.52,31.04,31.52,30.84,8923.0,28426174.0,2.16,-1.37,-0.43,1.77,688001,华兴源创
2022-03-04,57.62,58.23,60.21,56.81,24868.0,147128282.0,5.87,0.48,0.28,0.97,688002,睿创微纳
2022-03-04,30.74,30.36,31.14,30.36,6512.0,21196048.0,2.53,-1.49,-0.46,0.89,688003,天准科技
2022-03-04,23.41,23.26,23.73,23.24,3092.0,10277178.0,2.07,-1.77,-0.42,0.78,688004,博汇科技
2022-03-04,91.33,90.82,95.67,90.43,5173390.0,5173390.0,0.0576965426117594,-0.0272065124250214,-2.5400000000000063,,688005,容百科技
2022-03-07,30.97,29.9,31.04,29.64,8892.0,27463712.0,4.51,-3.67,-1.14,1.76,688001,华兴源创
2022-03-07,58.45,55.24,58.55,55.0,23811.0,134500151.0,6.1,-5.13,-2.99,0.93,688002,睿创微纳
2022-03-07,30.17,29.93,30.17,29.44,6127.0,19329643.0,2.4,-1.42,-0.43,0.84,688003,天准科技
2022-03-07,23.33,22.83,23.33,22.73,3323.0,10765463.0,2.58,-1.85,-0.43,0.84,688004,博汇科技
2022-03-07,89.64,84.61,90.32,83.67,7095198.0,7095198.0,0.0785959106488593,-0.0683770094692798,-6.209999999999994,,688005,容百科技
2022-03-08,29.95,29.22,29.98,29.16,7787.0,23465082.0,2.74,-2.27,-0.68,1.55,688001,华兴源创
2022-03-08,55.13,54.26,57.55,54.26,26959.0,151789718.0,5.96,-1.77,-0.98,1.05,688002,睿创微纳
2022-03-08,30.21,28.33,30.32,28.3,10923.0,33788906.0,6.75,-5.35,-1.6,1.49,688003,天准科技
2022-03-08,22.81,22.36,22.97,22.28,5884.0,18782780.0,3.02,-2.06,-0.47,1.48,688004,博汇科技
2022-03-08,81.56,69.51,81.87,68.73,27028254.0,27028254.0,0.1890375485541648,-0.1784659023756056,-15.099999999999994,,688005,容百科技
2022-03-09,29.26,28.35,29.67,27.32,11564.0,33713816.0,8.04,-2.98,-0.87,2.29,688001,华兴源创
2022-03-09,54.8,51.97,54.9,50.73,29863.0,158769019.0,7.69,-4.22,-2.29,1.17,688002,睿创微纳
2022-03-09,28.56,28.01,28.9,26.84,13931.0,41167477.0,7.27,-1.13,-0.32,1.9,688003,天准科技
2022-03-09,22.29,21.6,22.75,21.22,5171.0,15878635.0,6.84,-3.4,-0.76,1.3,688004,博汇科技
2022-03-09,72.07,74.44,75.15,70.05,17207684.0,17207684.0,0.0685115529285331,0.0709250467558624,4.929999999999993,,688005,容百科技
2022-03-10,28.8,28.67,29.11,28.35,7770.0,22826218.0,2.68,1.13,0.32,1.54,688001,华兴源创
2022-03-10,53.54,51.41,53.54,51.08,30169.0,158341788.0,4.73,-1.08,-0.56,1.18,688002,睿创微纳
2022-03-10,28.89,27.91,29.32,27.85,7208.0,21877504.0,5.25,-0.36,-0.1,0.98,688003,天准科技
2022-03-10,21.96,21.73,22.21,21.71,3129.0,9722658.0,2.31,0.6,0.13,0.79,688004,博汇科技
2022-03-10,80.18,83.66,84.3,79.52,14638109.0,14638109.0,0.0571360267750418,0.1238581407845245,9.22,,688005,容百科技
2022-03-11,28.32,28.19,28.49,27.32,14011.0,40042728.0,4.08,-1.67,-0.48,2.78,688001,华兴源创
2022-03-11,50.95,52.28,52.44,49.43,28160.0,144944456.0,5.85,1.69,0.87,1.1,688002,睿创微纳
2022-03-11,27.88,27.94,28.09,27.0,8035.0,23597353.0,3.91,0.11,0.03,1.1,688003,天准科技
2022-03-11,21.64,21.93,22.07,21.07,3891.0,11827181.0,4.6,0.92,0.2,0.98,688004,博汇科技
2022-03-11,81.0,83.55,83.82,79.44,7725007.0,7725007.0,0.052423698384201,-0.0013148458044465,-0.1099999999999994,,688005,容百科技
2022-03-14,28.16,27.59,28.2,27.52,9192.0,26128463.0,2.41,-2.13,-0.6,1.82,688001,华兴源创
2022-03-14,52.2,50.95,53.14,50.8,14585.0,76194020.0,4.48,-2.54,-1.33,0.57,688002,睿创微纳
2022-03-14,27.91,26.87,27.91,26.87,9157.0,26509815.0,3.72,-3.83,-1.07,1.25,688003,天准科技
