train_end,valid_start,valid_end,auc,accuracy,balanced_accuracy,high_conf_accuracy,coverage
2023-03-08,2023-03-16,2023-05-26,0.6994949494949495,0.6595744680851063,0.6830808080808081,0.7037037037037037,0.574468085106383
2023-05-23,2023-05-30,2023-07-26,0.6105137395459976,0.5344827586206896,0.516726403823178,0.7142857142857143,0.3620689655172414
2023-07-21,2023-07-27,2023-10-12,0.8409090909090909,0.62,0.6363636363636364,0.7428571428571429,0.7
2023-10-09,2023-10-13,2024-01-03,0.4983164983164984,0.5490196078431373,0.5757575757575757,0.42857142857142855,0.4117647058823529
2023-12-25,2024-01-08,2024-05-09,0.7371541501976284,0.6666666666666666,0.6640316205533596,0.8095238095238095,0.4666666666666667
2024-04-29,2024-05-21,2024-08-30,0.4912280701754386,0.43478260869565216,0.44834307992202727,0.48,0.5434782608695652
2024-08-16,2024-09-04,2025-01-09,0.8688888888888888,0.8444444444444444,0.8500000000000001,0.875,0.35555555555555557
2024-12-26,2025-01-10,2025-05-15,0.8158508158508159,0.8043478260869565,0.7237762237762237,0.8518518518518519,0.5869565217391305
2025-05-09,2025-05-16,2025-12-03,0.7723577235772358,0.6136363636363636,0.7926829268292683,0.6,0.6818181818181818
